Wall time,Step,Value
1680744062.5808463,1,0.4729166626930237
1680744128.0300746,2,0.6675925850868225
1680744193.4963772,3,0.7287036776542664
1680744259.5563684,4,0.7756481170654297
1680744325.7699742,5,0.8184259533882141
1680744391.8449702,6,0.8334721922874451
1680744457.5663693,7,0.8583333492279053
1680744523.8521202,8,0.8716203570365906
1680744589.56096,9,0.8777315020561218
1680744655.0223165,10,0.8895833492279053
1680744721.3580399,11,0.8886111378669739
1680744787.010245,12,0.8971759080886841
1680744853.220446,13,0.9008796215057373
1680744918.9653807,14,0.9068981409072876
1680744984.7043846,15,0.9056481719017029
1680745050.6872022,16,0.9081944227218628
1680745116.4024708,17,0.9155092835426331
1680745182.8728735,18,0.9158796072006226
1680745248.4006112,19,0.9147685170173645
1680745314.1706991,20,0.9195833206176758
1680745380.0141888,21,0.9231018424034119
1680745446.870233,22,0.9256481528282166
1680745512.496891,23,0.9272221922874451
1680745578.336337,24,0.9250925779342651
1680745644.6323946,25,0.9281481504440308
1680745710.9100795,26,0.9309259057044983
1680745776.6440623,27,0.9310185313224792
1680745842.4831085,28,0.9302777647972107
1680745908.465047,29,0.9287962913513184
1680745974.4282193,30,0.9339351654052734
1680746040.3710716,31,0.9337037205696106
1680746106.4760768,32,0.9386110901832581
1680746172.966424,33,0.9365277886390686
1680746239.0289395,34,0.9375925660133362
1680746303.95076,35,0.9373611211776733
1680746369.6211357,36,0.9407870173454285
1680746434.8875403,37,0.9411110877990723
1680746499.850565,38,0.9401851892471313
1680746564.9348242,39,0.945277750492096
1680746630.3272576,40,0.947175920009613
1680746695.610074,41,0.9451851844787598
1680746761.1293342,42,0.9470370411872864
1680746826.1909273,43,0.9482407569885254
1680746891.3999474,44,0.9438889026641846
1680746956.05141,45,0.9486110806465149
1680747021.6090147,46,0.9478703737258911
1680747087.2329292,47,0.9504629373550415
1680747152.90104,48,0.9507870078086853
1680747218.5317862,49,0.9490740895271301
1680747284.057656,50,0.9507870078086853
1680747349.5248315,51,0.9503703713417053
1680747414.9071374,52,0.9524536728858948
1680747480.0075579,53,0.9512962698936462
1680747546.1243799,54,0.9514352083206177
1680747612.8486598,55,0.9552314877510071
1680747678.247282,56,0.9564352035522461
1680747744.119798,57,0.9563888907432556
1680747809.6781495,58,0.955740749835968
1680747874.4706256,59,0.9600462913513184
1680747940.1500022,60,0.957453727722168
1680748005.1838167,61,0.9574074149131775
1680748070.5467365,62,0.9593055248260498
1680748135.9553044,63,0.9606018662452698
1680748201.0769718,64,0.9605555534362793
1680748266.4318774,65,0.9635648131370544
1680748332.1443207,66,0.9607870578765869
1680748397.528097,67,0.963518500328064
1680748463.327293,68,0.9622222185134888
1680748528.7149022,69,0.9633333086967468
1680748593.8022773,70,0.9641666412353516
1680748660.0870807,71,0.9675925970077515
1680748725.095387,72,0.9644907116889954
1680748790.4051106,73,0.9673610925674438
1680748855.687261,74,0.9664815068244934
1680748920.7796597,75,0.967546284198761
1680748985.7771468,76,0.9687036871910095
1680749051.4946282,77,0.9675925970077515
1680749117.1007552,78,0.9684259295463562
1680749183.2211723,79,0.9693981409072876
1680749249.3671649,80,0.9720370173454285
1680749314.976521,81,0.9674537181854248
1680749380.2188153,82,0.9711111187934875
1680749445.808715,83,0.9687963128089905
1680749511.4022238,84,0.9729629755020142
1680749577.3419294,85,0.9721758961677551
1680749642.237414,86,0.9710184931755066
1680749708.0125983,87,0.973194420337677
1680749773.5250294,88,0.9729629755020142
1680749838.7088373,89,0.9733333587646484
1680749904.559563,90,0.977731466293335
1680749970.1706517,91,0.9762963056564331
1680750035.441915,92,0.9763888716697693
1680750100.4439423,93,0.9780555367469788
1680750165.4153373,94,0.9762499928474426
1680750230.4222515,95,0.9765740633010864
1680750295.0548785,96,0.9773610830307007
1680750359.8545613,97,0.9772685170173645
1680750425.2736342,98,0.9788888692855835
1680750490.6062229,99,0.980138897895813
1680750555.9491718,100,0.9798148274421692
